Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Date,Release_Date,Latitude,Longitude
OR499996.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.21,IIb,MPXV/Human/USA/CA-LACPHL-MA00540/2023,USA,Homo sapiens,2023-07-01,9/5/2023,39.7837304,-100.445882
OR499997.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00541/2023,USA,Homo sapiens,2023-06-28,9/5/2023,39.7837304,-100.445882
OR499998.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00542/2023,USA,Homo sapiens,2023-06-22,9/5/2023,39.7837304,-100.445882
OR499999.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00543/2023,USA,Homo sapiens,2023-06-24,9/5/2023,39.7837304,-100.445882
OR500000.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00544/2023,USA,Homo sapiens,2023-06-28,9/5/2023,39.7837304,-100.445882
OR500001.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00545/2023,USA,Homo sapiens,2023-06-10,9/5/2023,39.7837304,-100.445882
OR500002.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00546/2023,USA,Homo sapiens,2023-06-12,9/5/2023,39.7837304,-100.445882
OR500003.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00547/2023,USA,Homo sapiens,2023-06-12,9/5/2023,39.7837304,-100.445882
OR500004.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00548/2023,USA,Homo sapiens,2023-06-12,9/5/2023,39.7837304,-100.445882
OR500005.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00549/2023,USA,Homo sapiens,2023-07-26,9/5/2023,39.7837304,-100.445882
OR500006.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,MPXV/Human/USA/CA-LACPHL-MA00530/2023,USA,Homo sapiens,2023-03-24,9/5/2023,39.7837304,-100.445882
OR500067.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-3/2022,Romania,Homo sapiens,2022-06-21,9/5/2023,45.9852129,24.6859225
OR500068.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-5/2022,Romania,Homo sapiens,2022-06-27,9/5/2023,45.9852129,24.6859225
OR500069.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-6/2022,Romania,Homo sapiens,2022-06-28,9/5/2023,45.9852129,24.6859225
OR500070.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Romania/B-7/2022,Romania,Homo sapiens,2022-06-28,9/5/2023,45.9852129,24.6859225
OR500071.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.19,IIb,hMpxV/Romania/B-11/2022,Romania,Homo sapiens,2022-07-04,9/5/2023,45.9852129,24.6859225
OR500072.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-12/2022,Romania,Homo sapiens,2022-07-11,9/5/2023,45.9852129,24.6859225
OR500073.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-13/2022,Romania,Homo sapiens,2022-07-28,9/5/2023,45.9852129,24.6859225
OR500074.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-15/2022,Romania,Homo sapiens,2022-08-01,9/5/2023,45.9852129,24.6859225
OR500075.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-17/2022,Romania,Homo sapiens,2022-08-04,9/5/2023,45.9852129,24.6859225
OR500076.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-19/2022,Romania,Homo sapiens,2022-08-16,9/5/2023,45.9852129,24.6859225
OR500077.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-22/2022,Romania,Homo sapiens,2022-08-22,9/5/2023,45.9852129,24.6859225
OR500078.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-8/2022,Romania,Homo sapiens,2022-06-29,9/5/2023,45.9852129,24.6859225
OR500079.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Romania/B-16/2022,Romania,Homo sapiens,2022-08-04,9/5/2023,45.9852129,24.6859225
OR500080.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-18/2022,Romania,Homo sapiens,2022-08-16,9/5/2023,45.9852129,24.6859225
OR500081.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-35_L1/2023,Romania,Homo sapiens,2023-01-05,9/5/2023,45.9852129,24.6859225
OR500082.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-35_L2/2023,Romania,Homo sapiens,2023-01-26,9/5/2023,45.9852129,24.6859225
OR500083.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-35_L3/2023,Romania,Homo sapiens,2023-02-15,9/5/2023,45.9852129,24.6859225
OR500084.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-35_R1/2023,Romania,Homo sapiens,2023-01-05,9/5/2023,45.9852129,24.6859225
OR500085.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-35_R2/2023,Romania,Homo sapiens,2023-01-26,9/5/2023,45.9852129,24.6859225
OR500086.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,hMpxV/Romania/B-35_R3/2023,Romania,Homo sapiens,2023-02-15,9/5/2023,45.9852129,24.6859225
OR487976.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0652/2023,Portugal,Homo sapiens,2023-07-19,9/4/2023,39.6621648,-8.1353519
OR487977.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0653/2023,Portugal,Homo sapiens,2023-07-21,9/4/2023,39.6621648,-8.1353519
OR487978.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0654/2023,Portugal,Homo sapiens,2023-07-21,9/4/2023,39.6621648,-8.1353519
OR487979.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0655/2023,Portugal,Homo sapiens,2023-07-21,9/4/2023,39.6621648,-8.1353519
OR487980.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0656/2023,Portugal,Homo sapiens,2023-07-21,9/4/2023,39.6621648,-8.1353519
OR487981.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0657/2023,Portugal,Homo sapiens,2023-07-21,9/4/2023,39.6621648,-8.1353519
OR487982.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0660/2023,Portugal,Homo sapiens,2023-07-26,9/4/2023,39.6621648,-8.1353519
OR487983.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0661/2023,Portugal,Homo sapiens,2023-07-26,9/4/2023,39.6621648,-8.1353519
OR487984.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0663/2023,Portugal,Homo sapiens,2023-07-28,9/4/2023,39.6621648,-8.1353519
OR487985.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0664/2023,Portugal,Homo sapiens,2023-08-01,9/4/2023,39.6621648,-8.1353519
OR487986.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0665/2023,Portugal,Homo sapiens,2023-08-01,9/4/2023,39.6621648,-8.1353519
OR487987.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0666/2023,Portugal,Homo sapiens,2023-08-01,9/4/2023,39.6621648,-8.1353519
OR487988.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0667/2023,Portugal,Homo sapiens,2023-08-01,9/4/2023,39.6621648,-8.1353519
OR487989.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0668/2023,Portugal,Homo sapiens,2023-08-01,9/4/2023,39.6621648,-8.1353519
OR487990.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0669/2023,Portugal,Homo sapiens,2023-08-01,9/4/2023,39.6621648,-8.1353519
OR487991.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0671/2023,Portugal,Homo sapiens,2023-08-02,9/4/2023,39.6621648,-8.1353519
OR487992.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0672/2023,Portugal,Homo sapiens,2023-08-02,9/4/2023,39.6621648,-8.1353519
OR487993.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0673/2023,Portugal,Homo sapiens,2023-08-03,9/4/2023,39.6621648,-8.1353519
OR487994.1,Monkeypox virus,Orthopoxvirus monkeypox,E.1,IIb,MPXV/PT0674/2023,Portugal,Homo sapiens,2023-08-03,9/4/2023,39.6621648,-8.1353519
OR487995.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0675/2023,Portugal,Homo sapiens,2023-08-03,9/4/2023,39.6621648,-8.1353519
OR487996.1,Monkeypox virus,Orthopoxvirus monkeypox,E.3,IIb,MPXV/PT0677/2023,Portugal,Homo sapiens,2023-08-07,9/4/2023,39.6621648,-8.1353519
OR487997.1,Monkeypox virus,Orthopoxvirus monkeypox,E.2,IIb,MPXV/PT0679/2023,Portugal,Homo sapiens,2023-08-08,9/4/2023,39.6621648,-8.1353519
OR487998.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0680/2023,Portugal,Homo sapiens,2023-08-08,9/4/2023,39.6621648,-8.1353519
OR487999.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0681/2023,Portugal,Homo sapiens,2023-08-08,9/4/2023,39.6621648,-8.1353519
OR488000.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1.1,IIb,MPXV/PT0682/2023,Portugal,Homo sapiens,2023-08-07,9/4/2023,39.6621648,-8.1353519
OR488001.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0683/2022,Portugal,Homo sapiens,2022-05-31,9/4/2023,39.6621648,-8.1353519
OR488002.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/PT0684/2022,Portugal,Homo sapiens,2022-05-31,9/4/2023,39.6621648,-8.1353519
OR473612.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,hMpxV/USA/IL-RIPHL-MPXV-04-0078/2023,"USA: IL, Chicago",Homo sapiens,2023-07-03,8/29/2023,41.8755616,-87.6244212
OR473613.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,hMpxV/USA/IL-RIPHL-MPXV-04-0089/2023,"USA: IL, Chicago",Homo sapiens,2023-07-21,8/29/2023,41.8755616,-87.6244212
OR473614.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0077/2023,"USA: IL, Chicago",Homo sapiens,2023-06-27,8/29/2023,41.8755616,-87.6244212
OR473615.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0083/2023,"USA: IL, Chicago",Homo sapiens,2023-07-10,8/29/2023,41.8755616,-87.6244212
OR473616.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0084/2023,"USA: IL, Chicago",Homo sapiens,2023-07-12,8/29/2023,41.8755616,-87.6244212
OR473617.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0085/2023,"USA: IL, Chicago",Homo sapiens,2023-07-11,8/29/2023,41.8755616,-87.6244212
OR473618.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0087/2023,"USA: IL, Chicago",Homo sapiens,2023-07-12,8/29/2023,41.8755616,-87.6244212
OR473619.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0088/2023,"USA: IL, Chicago",Homo sapiens,2023-07-17,8/29/2023,41.8755616,-87.6244212
OR473620.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-04-0074/2023,"USA: IL, Chicago",Homo sapiens,2023-06-22,8/29/2023,41.8755616,-87.6244212
OR473621.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-04-0075/2023,"USA: IL, Chicago",Homo sapiens,2023-06-22,8/29/2023,41.8755616,-87.6244212
OR473622.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-04-0076/2023,"USA: IL, Chicago",Homo sapiens,2023-06-27,8/29/2023,41.8755616,-87.6244212
OR473623.1,Monkeypox virus,Orthopoxvirus monkeypox,F.3,IIb,hMpxV/USA/IL-RIPHL-MPXV-050-0081/2023,"USA: IL, Chicago",Homo sapiens,2023-07-06,8/29/2023,41.8755616,-87.6244212
OR473624.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.20,IIb,hMpxV/USA/IL-RIPHL-MPXV-052-0079/2023,"USA: IL, Chicago",Homo sapiens,2023-07-02,8/29/2023,41.8755616,-87.6244212
OR459775.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV-ROK-P002-2022,South Korea,Homo sapiens,2022-09-02,8/26/2023,36.638392,127.6961188
OR459776.1,Monkeypox virus,Orthopoxvirus monkeypox,H.1,IIb,MPXV-ROK-P003-2022,South Korea,Homo sapiens,2022-11-15,8/26/2023,36.638392,127.6961188
OR459777.1,Monkeypox virus,Orthopoxvirus monkeypox,H.1,IIb,MPXV-ROK-P004-2022,South Korea,Homo sapiens,2022-11-22,8/26/2023,36.638392,127.6961188
OR459778.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P005-2023,South Korea,Homo sapiens,2023-03-13,8/26/2023,36.638392,127.6961188
OR459779.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P006-2023,South Korea,Homo sapiens,2023-04-06,8/26/2023,36.638392,127.6961188
OR459780.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P007-2023,South Korea,Homo sapiens,2023-04-10,8/26/2023,36.638392,127.6961188
OR459781.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P008-2023,South Korea,Homo sapiens,2023-04-11,8/26/2023,36.638392,127.6961188
OR459782.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P009-2023,South Korea,Homo sapiens,2023-04-12,8/26/2023,36.638392,127.6961188
OR459783.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P010-2023,South Korea,Homo sapiens,2023-04-13,8/26/2023,36.638392,127.6961188
OR459784.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P011-2023,South Korea,Homo sapiens,2023-04-14,8/26/2023,36.638392,127.6961188
OR459785.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P012-2023,South Korea,Homo sapiens,2023-04-15,8/26/2023,36.638392,127.6961188
OR459786.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P013-2023,South Korea,Homo sapiens,2023-04-15,8/26/2023,36.638392,127.6961188
OR459787.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P014-2023,South Korea,Homo sapiens,2023-04-17,8/26/2023,36.638392,127.6961188
OR459788.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P015-2023,South Korea,Homo sapiens,2023-04-18,8/26/2023,36.638392,127.6961188
OR459789.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P016-2023,South Korea,Homo sapiens,2023-04-18,8/26/2023,36.638392,127.6961188
OR459790.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P017-2023,South Korea,Homo sapiens,2023-04-18,8/26/2023,36.638392,127.6961188
OR459791.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P018-2023,South Korea,Homo sapiens,2023-04-18,8/26/2023,36.638392,127.6961188
OR459792.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P019-2023,South Korea,Homo sapiens,2023-04-19,8/26/2023,36.638392,127.6961188
OR459793.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P020-2023,South Korea,Homo sapiens,2023-04-19,8/26/2023,36.638392,127.6961188
OR459794.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P021-2023,South Korea,Homo sapiens,2023-04-21,8/26/2023,36.638392,127.6961188
OR459795.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P022-2023,South Korea,Homo sapiens,2023-04-21,8/26/2023,36.638392,127.6961188
OR459796.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P024-2023,South Korea,Homo sapiens,2023-04-21,8/26/2023,36.638392,127.6961188
OR459797.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P026-2023,South Korea,Homo sapiens,2023-04-22,8/26/2023,36.638392,127.6961188
OR459798.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P027-2023,South Korea,Homo sapiens,2023-04-22,8/26/2023,36.638392,127.6961188
OR459799.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P028-2023,South Korea,Homo sapiens,2023-04-22,8/26/2023,36.638392,127.6961188
OR459800.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P029-2023,South Korea,Homo sapiens,2023-04-23,8/26/2023,36.638392,127.6961188
OR459801.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P030-2023,South Korea,Homo sapiens,2023-04-23,8/26/2023,36.638392,127.6961188
OR459802.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P032-2023,South Korea,Homo sapiens,2023-04-25,8/26/2023,36.638392,127.6961188
OR459803.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P033-2023,South Korea,Homo sapiens,2023-04-25,8/26/2023,36.638392,127.6961188
OR459804.1,Monkeypox virus,Orthopoxvirus monkeypox,C.1,IIb,MPXV-ROK-P034-2023,South Korea,Homo sapiens,2023-04-25,8/26/2023,36.638392,127.6961188
OR264364.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,11_A,Australia: Victoria,Homo sapiens,2022-08-01,8/9/2023,-36.5986096,144.6780052
OR264365.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.12,IIb,12_A,Australia: Victoria,Homo sapiens,2022-07-18,8/9/2023,-36.5986096,144.6780052
OR264366.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,14_A,Australia: Victoria,Homo sapiens,2022-08-16,8/9/2023,-36.5986096,144.6780052
OR264367.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,15_A,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264368.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,15_B,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264369.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,16_A,Australia: Victoria,Homo sapiens,2022-08-08,8/9/2023,-36.5986096,144.6780052
OR264370.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,18_A,Australia: Victoria,Homo sapiens,2022-07-11,8/9/2023,-36.5986096,144.6780052
OR264371.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,19_A,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264372.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,19_B,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264373.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,20_A,Australia: Victoria,Homo sapiens,2022-08-08,8/9/2023,-36.5986096,144.6780052
OR264374.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,21_A,Australia: Victoria,Homo sapiens,2022-08-08,8/9/2023,-36.5986096,144.6780052
OR264375.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,22_A,Australia: Victoria,Homo sapiens,2022-08-10,8/9/2023,-36.5986096,144.6780052
OR264376.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,23_A,Australia: Victoria,Homo sapiens,2022-08-18,8/9/2023,-36.5986096,144.6780052
OR264377.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,24_A,Australia: Victoria,Homo sapiens,2022-08-04,8/9/2023,-36.5986096,144.6780052
OR264378.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,25_A,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264379.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,25_C,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264380.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,25_D,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264381.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,26_B,Australia: Victoria,Homo sapiens,2022-07-19,8/9/2023,-36.5986096,144.6780052
OR264382.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,26_C,Australia: Victoria,Homo sapiens,2022-07-19,8/9/2023,-36.5986096,144.6780052
OR264383.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_A,Australia: Victoria,Homo sapiens,2022-08-14,8/9/2023,-36.5986096,144.6780052
OR264384.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_B,Australia: Victoria,Homo sapiens,2022-08-14,8/9/2023,-36.5986096,144.6780052
OR264385.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_F,Australia: Victoria,Homo sapiens,2022-08-14,8/9/2023,-36.5986096,144.6780052
OR264386.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,27_G,Australia: Victoria,Homo sapiens,2022-08-16,8/9/2023,-36.5986096,144.6780052
OR264387.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,28_A,Australia: Victoria,Homo sapiens,2022-06-23,8/9/2023,-36.5986096,144.6780052
OR264388.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,29_A,Australia: Victoria,Homo sapiens,2022-08-18,8/9/2023,-36.5986096,144.6780052
OR264389.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,29_B,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264390.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,29_C,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264391.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,2_A,Australia: Victoria,Homo sapiens,2022-08-10,8/9/2023,-36.5986096,144.6780052
OR264392.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,31_A,Australia: Victoria,Homo sapiens,2022-08-10,8/9/2023,-36.5986096,144.6780052
OR264393.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,32_A,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264394.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,32_B,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264395.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,32_C,Australia: Victoria,Homo sapiens,2022-08-24,8/9/2023,-36.5986096,144.6780052
OR264396.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,33_A,Australia: Victoria,Homo sapiens,2022-09-07,8/9/2023,-36.5986096,144.6780052
OR264397.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,34_A,Australia: Victoria,Homo sapiens,2022-08-16,8/9/2023,-36.5986096,144.6780052
OR264398.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,34_B,Australia: Victoria,Homo sapiens,2022-06-30,8/9/2023,-36.5986096,144.6780052
OR264399.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,36_A,Australia: Victoria,Homo sapiens,2022-06-30,8/9/2023,-36.5986096,144.6780052
OR264400.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,36_B,Australia: Victoria,Homo sapiens,2022-08-15,8/9/2023,-36.5986096,144.6780052
OR264401.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,37_A,Australia: Victoria,Homo sapiens,2022-08-16,8/9/2023,-36.5986096,144.6780052
OR264402.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,38_A,Australia: Victoria,Homo sapiens,2022-08-22,8/9/2023,-36.5986096,144.6780052
OR264403.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_B,Australia: Victoria,Homo sapiens,2022-08-30,8/9/2023,-36.5986096,144.6780052
OR264404.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_D,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
OR264405.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_G,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
OR264406.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_H,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
OR264407.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_I,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
OR264408.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_K,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
OR264409.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,39_L,Australia: Victoria,Homo sapiens,2022-05-19,8/9/2023,-36.5986096,144.6780052
